id,Make,Acceleration 0 - 100 km/h,Top Speed,Electric Range,Total Power,Total Torque,BC,Length,Width,Height,Wheelbase,Gross Vehicle Weight (GVWR),Max. Payload,Cargo Volume,Seats,Maintenance Cost,Battery Capacity,Pincode,Date,Time,Month,Location Longitude,Location Latitude
1898,Polestar,4.7,246,382.6,290,299,78.3,4411,1807,1415,2849,2911,462,405,5,830.0,82,513142,2022-09-09,09:09:00,Dec,-38.739208,61.205993
1899,Tesla,7.0,301,462.9,369,234,76.7,4458,1846,1417,2923,2925,548,521,7,1698.3506,97,328421,2022-01-29,00:05:44,Jul,37.089148,73.984344
1900,Tesla,7.3,319,451.6,270,374,78.5,4427,1849,1470,2913,2705,401,482,4,1264.88,93,285927,2021-06-07,17:08:23,Dec,71.118676,4.039509
1901,Tesla,3.5,195,332.5,423,300,81.4,4420,1835,1477,2724,2749,459,538,4,2290.5365,77,743209,2022-09-11,14:46:39,Nov,-70.047173,-88.939866
1902,Polestar,3.3,190,338.4,434,362,81.8,4778,1840,1487,2965,3073,536,527,7,1386.5222,75,108592,2020-11-21,08:27:20,Feb,18.279491,-72.950984
1903,Tesla,5.2,276,395.1,339,438,75.6,4761,1845,1480,2851,2859,506,458,5,1648.2280999999998,87,558035,2023-06-04,07:15:44,Jan,-115.869687,28.807438
1904,Polestar,7.5,330,311.9,209,130,84.0,4700,1823,1436,2730,2963,434,449,5,1095.8996333333334,82,210044,2021-03-15,06:56:51,Oct,-121.853519,35.43813
1905,Volkswagen,6.6,305,248.6,302,171,73.5,4345,1873,1418,2821,2978,428,437,5,1036.8509333333332,64,882218,2023-01-19,20:42:17,Apr,124.780306,65.868992
1906,Polestar,5.6,281,363.9,461,522,76.9,4604,1836,1500,2976,2854,571,521,4,1943.0102666666667,83,879525,2021-02-21,00:56:00,Nov,167.217038,-49.696256
1907,Tesla,6.4,303,320.5,271,160,84.3,4735,1821,1467,2719,2981,546,498,7,1198.4468000000002,75,593594,2024-04-08,02:06:10,Sep,-57.421315,86.328146
1908,BMW,4.0,229,367.8,381,192,84.6,4245,1830,1463,2857,2924,529,529,7,1779.8294999999998,80,731287,2023-11-20,14:41:16,Feb,125.281985,-27.938727
1909,BMW,6.0,279,277.1,391,253,70.8,4574,1891,1491,2880,2708,551,474,4,1597.3949,68,874160,2021-08-30,14:22:02,Jan,-2.465539,-22.225975
1910,Volkswagen,7.1,332,219.6,242,307,74.5,4213,1831,1464,2943,2779,549,431,5,1227.5025333333333,56,179881,2020-05-12,03:05:45,Jun,-35.481295,36.139156
1911,Polestar,5.7,264,311.4,477,239,72.8,4247,1825,1413,2895,2768,573,511,5,1946.4982000000002,68,276781,2022-09-30,15:06:57,Feb,-145.466963,-31.110716
1912,BMW,5.5,266,424.1,254,259,75.8,4365,1811,1407,2749,3068,505,434,7,847.3489333333333,90,124076,2023-12-02,01:44:21,Dec,101.831116,0.17714
1913,Volkswagen,5.7,278,247.9,308,392,73.3,4551,1857,1489,2766,3139,575,564,7,1411.3885333333333,69,603133,2024-02-07,03:02:36,May,126.666228,20.09077
1914,Polestar,6.3,289,257.1,401,287,72.2,4298,1844,1483,2707,3171,542,520,7,2210.6132666666667,68,631863,2023-12-25,16:08:41,Aug,71.217061,-39.080124
1915,Volkswagen,6.2,299,284.7,337,290,78.4,4736,1898,1426,2717,3010,600,518,7,1736.5865,80,100427,2024-01-01,23:35:56,Mar,8.034307,39.65349
1916,Tesla,6.7,315,232.4,238,172,73.0,4373,1887,1500,2986,2865,572,475,5,836.7096666666666,54,328977,2021-02-20,13:38:02,May,20.871817,-64.6009
1917,Volkswagen,7.9,355,259.1,354,460,71.4,4483,1840,1480,2914,3173,627,458,7,2085.4377999999997,67,309430,2021-03-16,14:17:43,Mar,-42.147589,-64.990767
1918,Polestar,4.8,243,370.5,434,465,78.4,4791,1896,1454,2868,2677,568,437,4,954.5379333333335,75,160889,2024-09-06,23:09:55,Dec,-109.535147,17.41227
1919,Volkswagen,4.3,242,263.6,481,720,72.8,4581,1900,1439,2827,2948,556,450,5,1252.5162333333333,53,504274,2021-06-13,00:45:29,Jun,-40.677321,0.137278
1920,BMW,6.0,291,474.7,327,369,76.3,4731,1889,1469,2821,2884,493,479,4,1636.2167000000002,95,102649,2021-05-29,13:28:39,Jan,-96.264099,81.084314
1921,Polestar,4.9,240,265.5,297,224,70.4,4304,1802,1417,2831,3174,639,530,7,1749.8105,65,742782,2021-11-17,12:46:01,Oct,-19.038965,53.510013
1922,Polestar,6.7,312,309.2,325,218,76.7,4352,1827,1456,2782,2918,589,564,7,1192.5625,82,457360,2021-06-20,16:31:33,Sep,10.302999,10.645979
1923,Volkswagen,4.4,224,423.9,459,333,81.5,4334,1880,1453,2717,2968,444,450,5,2124.5866,86,264997,2022-05-20,04:59:11,Mar,142.412419,45.794228
1924,BMW,6.7,298,353.3,216,134,83.9,4560,1873,1485,2865,2929,473,464,5,810.8152,75,325384,2020-08-10,18:38:36,Oct,-83.607604,3.394153
1925,Tesla,5.6,269,229.7,380,271,73.9,4505,1851,1492,2902,3009,456,526,7,1890.697333333333,57,286883,2022-09-26,04:19:14,Oct,-114.21535,14.474856
1926,Volkswagen,4.4,231,236.1,303,315,74.4,4379,1888,1457,2952,2622,515,400,4,1265.0046,55,547391,2020-12-04,02:02:50,Mar,100.726841,-0.686953
1927,BMW,7.1,315,308.1,437,556,73.4,4753,1812,1456,2947,3140,631,424,7,1762.2674666666667,69,336581,2021-09-14,14:17:32,Aug,92.268935,-17.315674
1928,BMW,3.5,209,406.8,333,405,84.8,4608,1891,1422,2797,3124,528,550,7,1575.4622000000002,85,190438,2024-05-03,22:23:56,Aug,-5.780416,85.290003
1929,Polestar,4.4,236,265.2,215,148,71.1,4747,1856,1471,2842,3194,484,427,7,1316.5253333333335,62,654510,2024-06-30,14:20:03,Nov,-114.956948,-23.339812
1930,BMW,6.8,324,308.2,269,210,71.4,4498,1801,1500,2816,2771,429,509,4,1449.2449666666666,71,226256,2023-09-23,17:46:58,Feb,66.406457,31.30276
1931,Volkswagen,6.9,307,324.7,444,415,81.1,4770,1849,1409,3000,3108,463,538,7,1293.8552,86,379273,2021-10-27,01:16:22,Oct,-102.598289,37.415017
1932,BMW,5.3,258,295.2,480,309,75.0,4435,1893,1429,2928,2640,475,442,4,1485.04,72,242940,2021-11-02,08:33:05,Apr,-26.814763,-9.982804
1933,BMW,7.2,328,368.3,284,217,80.4,4236,1870,1492,2889,3078,506,509,7,1733.8562666666667,92,988904,2023-01-22,22:00:17,Dec,-128.274903,-23.978133
1934,Volkswagen,6.6,315,313.1,226,301,84.8,4383,1899,1492,2983,2677,534,491,4,1252.6477333333332,87,975483,2022-11-02,07:13:04,Mar,78.725451,-65.355554
1935,Volkswagen,5.4,265,281.9,282,291,71.5,4449,1861,1413,2706,2963,617,424,7,1621.3311999999999,57,815678,2024-04-17,01:17:18,Oct,100.006966,-84.995097
1936,Volkswagen,7.7,341,408.8,479,291,77.2,4702,1814,1423,2834,2971,505,502,7,2215.2100333333337,100,736025,2024-07-06,16:21:44,Jul,-76.75083,43.098825
1937,Polestar,5.6,276,390.7,321,219,79.4,4568,1885,1418,2767,2668,544,431,4,1579.5296,84,710151,2024-01-10,23:47:18,May,154.13367,-8.109607
1938,Polestar,4.5,242,385.4,359,185,79.3,4390,1811,1453,2985,2711,583,408,5,1202.2834,93,398845,2020-04-27,00:40:54,Feb,-118.48238,88.399258
1939,Volkswagen,6.7,298,279.4,489,671,74.4,4467,1867,1449,2752,2963,497,495,5,1756.0874,58,375893,2020-09-12,12:37:12,Jan,-170.23732,87.277352
1940,BMW,5.4,278,371.7,405,260,82.1,4556,1857,1500,2781,3105,455,542,7,1143.179,93,698675,2021-03-05,01:37:15,Oct,88.374601,0.793928
1941,Volkswagen,7.2,321,193.7,287,361,73.1,4358,1900,1494,2850,3186,518,463,7,869.8048333333334,51,758840,2023-05-13,23:13:12,Apr,-33.265276,-82.253466
1942,Volkswagen,3.7,205,322.5,294,175,77.1,4542,1829,1466,2705,2992,581,528,5,1345.4635999999998,91,367053,2021-11-15,15:18:46,Apr,-65.613504,17.149908
1943,Polestar,3.1,197,311.2,356,461,83.5,4702,1839,1498,2927,2792,399,440,4,1030.453066666667,85,229405,2024-10-24,12:04:39,Sep,9.659526,71.847043
1944,BMW,6.5,294,432.7,267,191,83.5,4348,1860,1428,2793,3049,619,514,7,1383.1921000000002,98,822698,2022-06-07,02:25:01,Mar,160.9644,26.499085
1945,BMW,6.7,315,328.2,474,685,73.8,4398,1855,1477,2961,3038,470,490,7,2600.9628000000002,69,799279,2024-02-11,07:29:27,Jun,-49.466074,72.27318
1946,Volkswagen,7.6,340,491.5,324,385,78.9,4247,1872,1481,2730,2798,522,404,5,1103.8588,100,595157,2022-04-13,11:36:52,Oct,-96.336781,67.952754
1947,Tesla,6.1,296,254.8,492,572,75.0,4355,1856,1413,2889,2743,550,433,5,2030.7775999999997,55,390865,2021-01-03,08:26:36,Jun,-139.117922,-71.486222
1948,Tesla,3.5,208,328.6,238,251,72.4,4593,1826,1400,2770,2764,558,451,5,709.2289333333333,73,404413,2023-12-27,13:21:08,Sep,38.689366,-63.968323
1949,Polestar,5.2,261,412.2,346,245,76.9,4594,1822,1426,2916,2898,526,428,4,896.4634,96,318954,2022-01-12,12:28:29,Dec,122.343712,65.814092
1950,BMW,5.1,265,304.1,247,146,74.5,4656,1813,1489,2901,2993,622,510,7,812.1864,62,873659,2024-08-04,03:48:35,Dec,-105.952616,87.48576
1951,Tesla,3.8,224,374.4,320,423,76.8,4691,1806,1467,2800,2620,476,396,4,1473.0026666666668,87,173117,2021-02-13,22:46:41,Jul,-163.814271,-47.127872
1952,Tesla,7.7,336,358.7,259,211,84.3,4217,1889,1487,2719,2807,585,531,5,880.4146333333333,94,290090,2022-10-31,17:37:36,Oct,171.568388,88.33668
1953,Polestar,7.8,330,224.7,426,610,72.6,4264,1879,1408,2929,2886,554,436,4,1328.4598,54,434414,2020-12-27,14:22:54,Dec,-3.44513,52.173403
1954,Polestar,3.7,223,325.7,407,394,71.8,4524,1836,1491,2992,3179,576,428,7,1044.3148666666666,71,621933,2021-05-04,00:41:34,Jun,1.552989,-30.486404
1955,BMW,6.0,274,323.5,354,294,81.5,4549,1886,1439,2728,2845,542,456,4,1542.2264,77,743535,2023-03-08,02:46:14,Nov,-169.950803,-19.528721
1956,Polestar,5.8,290,408.1,427,569,80.1,4388,1862,1497,2833,3065,594,443,7,1680.9732333333334,85,671592,2024-09-07,02:18:33,Mar,162.482261,-74.167873
1957,BMW,5.5,270,341.7,359,214,79.2,4469,1835,1444,2800,3030,554,434,7,1629.8709000000001,87,978437,2024-03-29,13:18:21,Feb,45.905107,-27.999738
1958,BMW,4.5,237,304.4,482,496,72.3,4736,1835,1449,2747,2703,503,498,5,2071.5583333333334,67,178438,2022-07-16,00:32:33,Oct,-22.566569,82.723173
1959,Tesla,6.0,294,401.4,242,205,76.2,4724,1800,1416,2933,2960,468,492,7,1187.078,92,567441,2024-04-16,10:22:52,Jul,-150.870146,86.318603
1960,Tesla,3.8,225,470.0,447,579,79.7,4563,1860,1491,2775,3045,515,528,7,2313.5667,95,293853,2024-06-08,21:25:32,Oct,-1.677032,7.025521
1961,Volkswagen,3.0,182,200.2,258,138,72.8,4442,1887,1403,2824,2939,587,428,7,1435.7328,50,592902,2023-12-30,08:25:35,Jun,91.247896,50.65802
1962,Polestar,6.2,277,280.4,430,634,76.1,4533,1813,1449,2900,2753,580,426,5,1162.4743333333333,76,351454,2024-09-25,10:49:28,Apr,125.450207,31.323395
1963,Tesla,3.7,203,434.7,296,228,77.2,4465,1819,1403,2983,2877,575,479,4,1023.5904,94,918435,2020-04-09,05:43:27,Apr,65.801811,-1.778921
1964,Volkswagen,6.9,320,413.7,211,112,79.5,4440,1843,1480,2898,2687,546,454,4,794.3448,93,668438,2024-05-16,23:33:02,Dec,137.049473,6.208317
1965,BMW,3.1,187,356.3,246,180,82.0,4359,1804,1458,2840,2733,417,477,5,1225.349,81,123078,2022-01-21,08:36:10,Nov,-79.881015,-74.414657
1966,Volkswagen,6.8,306,460.7,464,664,76.9,4432,1836,1439,2708,2714,422,529,4,1410.7616,95,212875,2022-03-06,10:54:20,Jan,-106.142416,39.909999
1967,Polestar,4.4,230,365.2,448,443,82.8,4498,1838,1481,2978,3001,640,473,7,1309.9445333333333,99,704589,2023-06-15,07:16:23,Apr,79.653014,-66.502528
1968,Polestar,4.3,233,240.0,409,360,71.6,4797,1890,1493,2933,3054,481,471,7,2183.2743333333333,59,280396,2023-07-19,15:39:20,Nov,163.416639,-48.714829
1969,BMW,4.2,235,351.4,440,262,80.1,4600,1845,1415,2701,2695,402,471,4,1136.5253333333333,85,385049,2022-10-31,18:58:54,Feb,69.889462,32.617144
1970,Polestar,5.9,279,322.9,295,264,73.6,4717,1892,1499,2830,2719,500,455,5,1028.0625,74,458467,2024-04-27,18:45:43,Sep,7.111149,85.543954
1971,BMW,7.8,333,220.5,333,192,74.4,4714,1854,1420,2785,2961,494,441,5,1373.9083,53,875777,2021-06-27,08:04:05,Feb,175.603232,45.758048
1972,Tesla,3.0,193,330.1,420,424,81.9,4770,1851,1431,2733,3091,454,460,7,1965.4179999999997,92,184181,2021-08-16,18:21:26,Jan,-68.958792,45.244036
1973,Volkswagen,6.3,300,307.6,218,301,78.6,4260,1845,1404,2816,2866,509,509,5,1038.2589333333333,77,960357,2024-10-17,06:20:00,Jun,153.339082,-49.767278
1974,BMW,4.0,221,255.4,496,649,71.7,4680,1827,1483,2993,2956,519,499,7,1548.1045333333332,72,186081,2021-02-27,13:49:23,Nov,-145.198133,44.620234
1975,BMW,7.6,328,237.2,204,258,71.9,4330,1820,1466,2712,2918,593,464,7,941.8176000000001,66,574927,2020-11-21,17:18:52,Jul,37.287075,-67.86649
1976,Tesla,7.7,338,413.7,459,312,76.5,4765,1804,1461,2867,2739,462,499,5,1419.1342,88,689758,2023-05-15,05:34:28,Mar,47.621907,-51.474143
1977,Volkswagen,6.4,283,311.4,335,244,80.8,4356,1893,1473,2831,2775,500,500,5,1039.7736666666667,84,801851,2024-08-23,05:22:02,Oct,-32.160385,-89.33984
1978,Tesla,6.6,318,242.5,316,410,71.8,4608,1832,1447,2896,2608,382,395,4,1687.9070666666664,68,105753,2023-11-29,06:35:26,Feb,31.813267,64.538702
1979,BMW,5.5,263,341.4,436,437,82.7,4223,1832,1486,2734,2944,577,547,7,2402.368266666667,75,486538,2020-08-22,06:42:18,Aug,102.234147,21.039769
1980,Polestar,5.3,276,322.7,500,309,80.9,4597,1892,1449,2940,3018,580,463,7,2528.85,76,353107,2020-05-19,15:56:27,Dec,76.757763,-20.083976
1981,Volkswagen,7.6,320,440.1,200,169,77.5,4552,1802,1418,2712,3123,627,564,7,1146.7733333333333,97,309059,2021-10-17,18:56:44,Jan,107.815782,-82.840788
1982,Volkswagen,3.3,207,320.1,477,627,81.5,4709,1825,1446,2955,3090,582,424,7,1590.0092,78,956009,2023-07-17,04:01:47,Oct,34.046054,44.457005
1983,BMW,4.6,244,382.5,255,296,81.4,4440,1879,1410,2813,2947,559,553,7,1025.1634999999999,78,377310,2022-10-25,10:40:34,Mar,123.982635,-45.575168
1984,Volkswagen,6.8,317,225.6,446,635,73.6,4584,1898,1473,2719,2727,516,478,4,2329.9027333333333,59,597826,2022-04-26,10:29:26,Nov,139.359739,48.425482
1985,BMW,3.6,216,422.0,200,250,84.4,4659,1844,1444,2998,3154,481,562,7,692.0666666666666,91,189885,2024-09-11,03:38:09,Jul,-56.4199,27.867318
1986,Polestar,4.4,251,281.5,335,190,77.4,4225,1811,1423,2709,3038,606,568,7,1911.0330000000001,76,217589,2023-05-03,18:18:01,Feb,-164.492795,9.366285
1987,Polestar,7.1,327,430.3,500,489,75.6,4383,1814,1407,2806,3095,613,434,7,2647.766666666667,96,471161,2021-10-05,12:57:38,May,129.185836,-10.865001
1988,Tesla,4.1,231,365.2,317,468,79.8,4643,1878,1446,2702,2900,483,531,7,1552.4972333333333,96,887948,2020-07-27,16:08:34,May,-26.792017,-77.944453
1989,Polestar,5.9,289,255.6,446,409,71.3,4392,1888,1467,2985,2649,490,539,4,1410.2953333333332,55,541475,2024-11-04,03:17:50,Feb,-125.083206,87.871503
1990,BMW,3.4,213,391.4,230,151,78.9,4558,1810,1431,2823,2740,440,407,5,1113.19,88,558353,2024-05-04,15:38:04,Oct,-175.923653,-80.382331
1991,Volkswagen,3.9,212,205.8,495,555,74.1,4357,1830,1492,2892,3013,601,540,7,1431.7894999999999,53,712553,2021-05-05,07:22:29,Dec,19.987955,-72.785977
1992,Volkswagen,8.0,332,303.7,222,229,70.1,4220,1829,1476,2817,2831,528,538,4,1236.2368,69,147521,2022-05-11,23:41:17,Jan,179.776407,76.344561
1993,Polestar,5.8,285,297.6,452,236,76.1,4760,1816,1459,2713,2920,567,559,7,1615.7506666666666,78,343671,2024-01-29,20:12:57,Jul,-140.773088,66.479429
1994,Tesla,5.9,285,243.7,284,294,74.1,4697,1888,1416,2950,2786,516,397,4,893.4712,50,688436,2020-11-30,21:19:03,Apr,-120.434195,80.261419
1995,BMW,4.3,233,281.1,319,373,72.1,4273,1818,1433,2749,2896,501,463,5,858.2266666666666,58,657978,2024-08-20,16:46:57,Dec,176.481924,2.15722
1996,Polestar,6.3,292,216.8,277,394,74.8,4376,1859,1475,2722,2882,422,461,5,1606.6075,61,495428,2020-10-17,10:22:52,Apr,71.023888,-2.726021
1997,Polestar,7.2,330,247.5,243,324,74.0,4208,1842,1425,2947,2662,499,415,4,1380.2753000000002,51,663523,2024-02-16,07:20:34,Nov,83.082017,62.852796
1998,Tesla,5.7,285,207.2,444,401,72.5,4278,1833,1495,2726,2757,570,467,4,2318.6348,56,391006,2020-09-04,20:00:05,May,78.401232,35.105054
1999,Polestar,4.4,242,257.7,405,406,74.1,4711,1897,1475,2881,2970,466,546,7,1214.027,69,397776,2024-01-01,01:51:35,Oct,2.336315,15.223901
2000,BMW,6.7,308,341.1,337,250,82.9,4518,1892,1488,2911,2960,487,516,5,1877.6987666666666,84,194493,2022-11-05,06:24:36,Mar,67.123716,40.411512
2001,Polestar,5.6,275,209.2,307,336,74.3,4437,1874,1468,2872,2869,570,419,4,716.6605333333334,58,430826,2021-06-05,23:02:12,Nov,162.593518,-44.506373
2002,Polestar,3.2,210,313.0,244,346,73.1,4720,1850,1445,2786,3094,496,524,7,1565.3314666666668,63,197354,2022-03-08,05:53:32,Feb,4.620365,-22.977194
2003,Volkswagen,4.2,225,443.2,294,277,80.3,4364,1822,1406,2926,2868,557,490,5,1513.8962000000001,96,673296,2023-06-14,07:05:14,Dec,-91.560958,-68.220918
2004,Volkswagen,4.5,226,231.2,207,241,70.3,4250,1829,1462,2707,2920,463,498,7,983.4476,62,339523,2020-01-28,09:11:02,Nov,-132.591385,89.98513
2005,Tesla,6.4,307,255.7,363,544,71.4,4542,1879,1405,2953,2949,485,461,5,1321.092,55,365595,2021-09-24,01:27:05,Dec,-70.552958,59.721481
2006,BMW,6.7,295,317.1,290,245,84.2,4683,1830,1422,2967,2902,466,564,7,1548.8406666666667,77,615661,2023-04-07,20:46:21,Mar,-21.614068,-23.387483
2007,Volkswagen,3.9,229,342.9,293,358,85.0,4346,1847,1426,2747,2956,537,550,5,1710.9175333333333,86,158439,2022-12-13,13:02:13,Jul,137.559649,86.46733
2008,BMW,4.5,227,266.7,459,504,70.8,4517,1813,1425,2874,2803,443,403,5,1429.7830000000001,68,404194,2021-06-18,15:22:38,May,-157.151005,-81.06462
2009,Volkswagen,5.0,241,317.6,387,243,75.4,4259,1860,1454,2822,3131,451,512,7,2048.0528,90,906788,2023-08-20,23:07:05,Apr,-156.074159,75.389912
2010,BMW,5.0,268,312.6,475,304,77.7,4673,1840,1445,2701,2796,577,463,5,2603.7833333333333,75,229370,2021-04-16,10:22:41,Sep,98.496639,-83.467143
2011,Polestar,7.7,344,393.2,240,333,81.6,4272,1835,1400,2824,2996,417,412,5,1160.248,91,433404,2023-07-03,07:19:21,Aug,-130.387477,0.29319
2012,Tesla,4.5,235,443.6,429,249,83.4,4390,1838,1447,2717,2878,519,426,4,1127.5266,95,575750,2024-05-30,16:22:20,Feb,115.755111,35.665865
2013,BMW,6.7,304,298.7,499,412,74.5,4533,1834,1496,2863,2901,627,539,7,2118.0900666666666,64,710788,2020-01-06,07:09:36,Jan,107.772673,41.533538
2014,Polestar,3.4,220,389.7,273,220,79.7,4464,1826,1472,2987,2664,457,466,4,1092.1549,93,858036,2024-10-20,02:10:23,Jun,-29.473665,77.867423
2015,Volkswagen,4.1,219,344.6,384,369,78.6,4456,1816,1405,2776,3029,579,511,7,1315.1072,75,835707,2021-01-08,09:35:47,Feb,-116.211854,8.069661
2016,BMW,4.3,226,264.9,440,417,73.7,4615,1880,1466,2786,2799,415,523,4,1771.5773333333332,67,812473,2020-10-09,17:54:27,Mar,-110.603514,58.991179
2017,Volkswagen,6.0,278,312.0,294,276,77.0,4549,1832,1417,2835,2804,512,529,4,1437.6518,89,737183,2023-08-14,20:53:18,Jan,87.893796,32.045639
2018,Volkswagen,3.9,217,241.5,435,321,74.0,4651,1888,1428,2843,2826,471,479,5,1121.0585,61,867957,2020-02-01,13:29:20,Jul,32.965999,64.186102
2019,BMW,5.7,274,193.4,300,202,71.9,4557,1823,1443,2990,3096,624,431,7,1764.65,51,267980,2024-11-05,09:12:57,Nov,95.023284,74.533588
2020,Volkswagen,5.8,290,254.9,350,383,73.8,4208,1851,1486,2951,2854,395,475,4,1833.17,54,171617,2021-12-27,21:48:43,Oct,-154.801522,56.60699
2021,Polestar,6.3,299,457.4,389,314,81.7,4775,1838,1450,2984,3078,481,510,7,1335.1295333333333,96,404427,2021-09-21,22:33:44,Sep,-32.382857,-23.220005
2022,BMW,6.9,302,297.2,396,321,71.1,4305,1897,1489,2731,2745,393,405,4,888.0368000000001,66,356399,2024-06-29,18:39:21,Sep,-106.638376,89.399631
2023,Tesla,4.2,218,269.8,418,232,73.1,4443,1832,1451,2875,2930,498,521,7,2323.8238666666666,67,575224,2023-03-29,21:44:41,Feb,-116.303861,16.302578
2024,BMW,4.7,231,351.4,346,472,73.1,4550,1811,1454,2737,2777,492,446,4,1651.3777333333335,72,899274,2023-09-25,09:07:36,Mar,-96.585286,-10.648863
2025,Polestar,6.7,310,240.7,258,180,72.9,4561,1813,1471,2995,2612,521,474,4,906.5932,58,231389,2023-12-18,00:02:46,Feb,-86.718244,-6.644936
2026,Volkswagen,7.9,331,360.6,378,339,84.1,4638,1805,1436,2851,2958,410,411,5,1911.5746000000001,97,890874,2022-11-10,22:38:23,Mar,-128.027522,-16.651014
2027,Polestar,4.9,256,381.9,457,527,76.4,4593,1883,1444,2976,3146,628,534,7,1599.8493,79,815946,2022-03-06,08:42:38,Nov,96.2145,-49.646807
2028,Volkswagen,6.4,302,268.1,267,354,73.9,4515,1847,1451,2961,2669,538,433,4,966.6193000000001,74,621849,2023-08-27,17:10:11,Oct,91.792016,29.02116
2029,Volkswagen,4.9,246,374.9,429,292,75.0,4279,1843,1410,2960,3159,459,472,7,1095.173,79,963248,2022-02-10,15:39:49,Nov,172.074205,88.073996
2030,Volkswagen,4.4,250,235.4,417,604,74.2,4261,1892,1431,2917,3001,473,484,7,1901.1983,55,106019,2021-05-19,21:42:19,Apr,-137.922039,36.30198
2031,Volkswagen,7.3,337,486.8,297,360,79.1,4538,1820,1453,2824,3157,615,451,7,1005.875,99,537830,2021-07-03,19:24:10,Jan,-160.501466,54.307932
2032,Polestar,6.9,308,349.2,306,456,75.3,4368,1885,1464,2824,2852,580,490,4,1179.9140000000002,94,742975,2023-01-02,10:24:20,Aug,87.932731,-69.621929
2033,Volkswagen,4.7,254,351.4,497,265,82.2,4732,1836,1420,2729,2906,563,543,5,1870.7501333333335,79,184379,2023-04-05,05:46:21,Feb,-96.904493,27.89085
2034,BMW,6.2,302,262.8,437,424,70.6,4466,1800,1444,2978,2929,536,423,5,1019.2365333333335,63,730832,2020-03-03,05:22:25,Jul,-127.992502,-86.738314
2035,Volkswagen,4.8,241,193.0,439,242,70.6,4589,1818,1410,2762,3122,607,473,7,2237.2317333333335,51,426647,2023-11-11,18:01:09,Apr,-124.48352,-59.316528
2036,BMW,5.7,286,337.1,276,209,84.6,4293,1838,1419,2901,2630,535,537,4,1366.7072,77,769287,2023-10-01,10:08:30,Aug,-127.415912,13.063515
2037,Volkswagen,3.6,199,393.2,499,425,84.5,4623,1852,1488,2712,2825,448,415,4,2206.595433333333,79,945019,2021-12-25,07:28:08,May,-101.460562,-58.322281
2038,BMW,7.8,342,477.6,329,261,81.8,4765,1843,1437,2926,2749,417,417,4,1574.1781666666666,96,913368,2020-10-12,19:31:48,Jul,33.976879,-36.531148
2039,Volkswagen,3.1,200,243.1,498,590,73.9,4721,1844,1418,2754,2895,504,413,5,2614.089,68,877966,2023-08-01,21:07:18,Oct,85.021218,61.896798
2040,Polestar,7.5,339,432.8,236,159,83.0,4490,1824,1500,2985,2858,568,457,4,1264.3128,87,189637,2023-06-08,23:58:47,Aug,-84.215309,-8.949736
2041,Tesla,7.1,309,277.9,446,501,70.8,4203,1833,1467,2951,2855,492,487,5,2117.3276666666666,57,997364,2021-03-08,08:11:49,Sep,-33.533691,8.32094
2042,Polestar,5.1,258,381.1,482,485,77.3,4699,1858,1439,2847,2996,586,438,7,1176.5336000000002,100,143848,2022-10-03,06:25:28,Dec,49.957205,62.562616
2043,Volkswagen,3.9,228,287.4,241,231,78.8,4226,1874,1462,2938,2745,467,526,5,1366.2156,78,551191,2022-04-21,12:15:43,Jan,88.770796,-25.235977
2044,Polestar,4.6,230,252.5,423,565,72.9,4556,1855,1477,2741,2966,546,423,5,1269.1761999999999,55,871946,2024-03-12,04:44:24,May,-49.071286,-23.484766
2045,Polestar,7.8,344,391.6,221,309,82.8,4369,1876,1492,2852,2862,441,437,4,1064.5225333333333,88,165234,2023-10-23,12:48:15,Oct,-89.947704,-82.984669
2046,Polestar,3.5,224,338.0,374,405,73.6,4408,1879,1406,2774,2612,483,414,4,1977.6095333333333,70,116102,2024-04-29,20:23:58,Apr,108.398603,53.001268
2047,Volkswagen,4.4,224,233.3,468,562,73.7,4324,1884,1496,2736,2863,485,481,5,2555.3992,57,853752,2021-10-09,16:56:02,Feb,-26.361131,2.085049
2048,Volkswagen,5.3,265,263.8,308,174,74.2,4563,1821,1493,2779,2780,513,537,4,1081.7629333333334,56,525677,2024-01-21,22:41:24,Sep,125.669023,-27.808446
2049,Tesla,5.8,288,382.1,463,440,75.7,4730,1871,1405,2818,2919,460,464,7,1274.4875333333332,98,493812,2023-09-12,01:57:44,Jul,175.679766,48.566802
2050,Polestar,6.5,295,395.2,344,369,76.5,4404,1822,1410,2834,2616,489,455,4,917.0106666666667,90,520022,2021-10-10,19:31:43,Apr,55.88334,-80.728763
2051,Tesla,3.2,197,204.2,354,388,71.4,4282,1816,1497,2847,2827,470,476,4,1041.3282,58,548251,2022-01-30,13:21:33,Apr,-9.452979,9.061691
2052,Tesla,6.0,299,263.3,331,467,74.9,4615,1888,1500,2918,3138,550,448,7,942.3024333333334,58,985613,2021-11-16,21:59:37,Nov,-40.880336,17.356739
2053,Volkswagen,4.0,212,253.0,208,257,71.9,4737,1879,1462,2778,2757,567,542,5,1094.1957333333335,63,853012,2024-05-15,00:07:40,Sep,-79.682749,30.804349
2054,Polestar,5.5,283,369.8,383,326,76.3,4565,1867,1421,2814,2798,564,464,5,1038.7757333333334,78,311594,2021-05-18,05:49:52,Oct,-98.11081,68.43715
2055,BMW,4.0,214,259.5,461,555,73.5,4395,1860,1491,2939,3057,564,550,7,1883.3628333333334,69,851140,2024-05-30,14:37:58,Nov,-78.432519,5.450289
